Gene,log2FC,AveExpr,t,P.Value,adj.P.Val,B
GOLIM4,0.501952743,6.061666239,9.604965213,3.33E-21,5.54E-21,35.84421467
GRAMD4,0.44846447,5.460935573,9.601844972,3.42E-21,5.69E-21,35.82791729
CHMP4A,0.339004123,5.174690621,9.60020908,3.48E-21,5.78E-21,35.8273022
R3HDM4,0.370904305,6.200611067,9.60019917,3.48E-21,5.78E-21,35.8010722
RAB27B,0.798280074,4.339297974,9.599572791,3.50E-21,5.81E-21,35.89989221
IGHA2,1.252341711,6.475663748,9.599392408,3.50E-21,5.82E-21,35.79527216
XPO7,0.310298142,6.064650261,9.593653259,3.69E-21,6.13E-21,35.74221206
LRFN4,0.625349189,3.812670761,9.593360564,3.70E-21,6.15E-21,35.91859211
SLC35E4,0.487449193,1.970103096,9.58717682,3.91E-21,6.50E-21,36.120431
DPM3,0.521003149,3.885544238,9.586522666,3.94E-21,6.54E-21,35.84591594
SATB2,0.608460896,2.056093901,9.585864485,3.96E-21,6.58E-21,36.09878399
TRAPPC2B,0.359914735,2.415670317,9.583875853,4.03E-21,6.70E-21,36.03740715
ANKRD65,0.748401419,4.033361574,9.582404223,4.09E-21,6.78E-21,35.7869195
PART1,1.678938699,-1.854980976,9.579911326,4.18E-21,6.94E-21,36.35945734
MUL1,0.353484246,4.861663414,9.576710894,4.30E-21,7.14E-21,35.63834587
RPS13,0.404322744,8.243349986,9.574541753,4.39E-21,7.28E-21,35.60815831
IGLV2-18,1.462076125,-0.616532003,9.571230381,4.52E-21,7.51E-21,36.18725418
RP11-638I8.1,0.661278274,-0.552411601,9.570924866,4.54E-21,7.53E-21,36.18009195
RP5-857K21.6,0.807549169,5.893993704,9.570461372,4.56E-21,7.56E-21,35.53472616
TRA2B,0.351485458,6.952604799,9.570318972,4.56E-21,7.57E-21,35.53973406
BPIFA1,2.496856468,1.023018151,9.56929517,4.60E-21,7.64E-21,36.05285426
KIAA0100,0.358151288,7.334487564,9.567785448,4.67E-21,7.74E-21,35.52433405
AC004987.9,0.535057246,-1.060455731,9.564095072,4.83E-21,8.00E-21,36.15560795
EGF,1.012085882,1.528175811,9.563687024,4.84E-21,8.03E-21,35.95598418
TMEM191A,0.529724946,1.538346412,9.561549137,4.94E-21,8.19E-21,35.93577322
THRAP3,0.276599279,6.954823078,9.554064024,5.29E-21,8.76E-21,35.39371121
ATG3,0.319704385,5.417588479,9.552014565,5.39E-21,8.93E-21,35.381308
PRPF40B,0.40711116,4.342032204,9.546459029,5.66E-21,9.39E-21,35.42183677
IGLV5-37,1.471049447,-3.022091451,9.546218613,5.68E-21,9.41E-21,36.14598053
EXOSC6,0.33038065,4.81708433,9.542012131,5.90E-21,9.77E-21,35.33053934
SDHAF1,0.364864212,3.268608079,9.540364474,5.99E-21,9.92E-21,35.52635864
DNAJC5,0.360089926,6.721876371,9.538485773,6.09E-21,1.01E-20,35.25039876
EGFR,0.776402557,7.031532559,9.537651756,6.14E-21,1.02E-20,35.24779424
RPRM,1.237017079,-1.252614607,9.534365076,6.32E-21,1.05E-20,35.90372614
PRR13,0.349530162,6.848211845,9.532396507,6.43E-21,1.07E-20,35.19763339
RPSA,0.451825669,9.477233235,9.528551506,6.66E-21,1.10E-20,35.23235359
NCAPH2,0.368344439,5.352019156,9.527275782,6.74E-21,1.12E-20,35.16239808
PCMTD2,0.366202175,5.519117981,9.522919175,7.01E-21,1.16E-20,35.11656703
ZNF45,0.328514608,3.225560247,9.521384149,7.11E-21,1.18E-20,35.36287501
PSTK,0.355360044,1.269547771,9.51828434,7.31E-21,1.21E-20,35.57357404
PIGB,0.324053787,3.307730275,9.515910052,7.47E-21,1.24E-20,35.30135869
CDPF1,0.336444402,2.627311207,9.513484668,7.63E-21,1.26E-20,35.3782722
LDHAP4,0.766035447,0.715139217,9.512449711,7.71E-21,1.27E-20,35.56866204
PDHA1,0.319646704,5.739286416,9.512423129,7.71E-21,1.27E-20,35.0166452
LINC00470,1.523774666,-3.305814847,9.512296446,7.72E-21,1.28E-20,35.86364063
RTN3,0.350277407,7.16565764,9.512030133,7.74E-21,1.28E-20,35.02088313
ORAI3,0.389814938,4.473962675,9.50984239,7.89E-21,1.30E-20,35.07784897
VPS37C,0.299240342,5.068814811,9.502905248,8.40E-21,1.39E-20,34.96062085
GPR137,0.32325054,4.50202433,9.49902062,8.70E-21,1.44E-20,34.97788252
SIVA1,0.430026489,5.611130459,9.498752738,8.72E-21,1.44E-20,34.89754001
TRIM62,0.325114561,2.983710371,9.49862519,8.73E-21,1.44E-20,35.19543605
HLA-H,0.755068501,4.81896482,9.497320167,8.83E-21,1.46E-20,34.93036699
COMT,0.422595485,6.654838062,9.4971489,8.85E-21,1.46E-20,34.87961912
KLHL35,0.79131029,0.882076834,9.494637013,9.05E-21,1.49E-20,35.39603602
CTTN,0.420657363,7.826474945,9.492593378,9.22E-21,1.52E-20,34.86242235
SEC23A,0.408640931,5.753022325,9.491925191,9.27E-21,1.53E-20,34.83320336
SLC25A44,0.308832559,5.320096942,9.488194419,9.59E-21,1.58E-20,34.81452011
SPRR3,2.621634417,-0.567843213,9.487101037,9.69E-21,1.60E-20,35.43067853
RP11-177B4.1,0.803644536,-2.935428477,9.483485813,1.00E-20,1.65E-20,35.57878349
CNBP,0.371861869,8.313111643,9.482960809,1.01E-20,1.66E-20,34.78977077
RP11-366L20.2,0.98846836,-1.938458164,9.482414738,1.01E-20,1.67E-20,35.49306511
PI4K2B,1.673492285,-4.00322192,9.480442885,1.03E-20,1.70E-20,35.63161211
COX14,0.37706544,4.806276461,9.473054877,1.10E-20,1.81E-20,34.715014
PLTP,0.615897573,6.977705222,9.471203759,1.12E-20,1.84E-20,34.65294738
GTF2IP4,0.369034314,6.462296843,9.467595861,1.15E-20,1.90E-20,34.61401196
RP4-756H11.3,0.728798338,-2.501574003,9.46170332,1.22E-20,2.01E-20,35.35201778
LTB,0.80805601,2.865079085,9.461176736,1.22E-20,2.02E-20,34.87866969
MED4,0.287130469,5.110225274,9.459250365,1.24E-20,2.05E-20,34.56852942
SESN3,0.747077795,6.145698138,9.458593017,1.25E-20,2.06E-20,34.53246815
RPL5P4,0.697642578,-1.490544902,9.456192599,1.28E-20,2.11E-20,35.22464574
MKLN1-AS,0.441161905,0.347036452,9.455242495,1.29E-20,2.13E-20,35.08615478
SYCE2,0.610665239,-1.394527642,9.454472817,1.30E-20,2.14E-20,35.20185127
KB-1732A1.1,0.617658834,-0.550495372,9.450594808,1.35E-20,2.22E-20,35.10446727
SIGLEC15,0.798872426,-1.262989738,9.450367991,1.35E-20,2.22E-20,35.15512346
BSPRY,0.717150572,3.720416682,9.449574642,1.36E-20,2.24E-20,34.64576263
THUMPD2,0.305968793,3.391944589,9.445910847,1.40E-20,2.31E-20,34.66420619
KDM4A-AS1,0.73225448,-0.521388627,9.445512964,1.41E-20,2.32E-20,35.05732646
CTD-3193O13.11,1.196013332,-1.087676289,9.443336891,1.44E-20,2.36E-20,35.0791402
RPL32,0.420219,9.063759674,9.441219738,1.46E-20,2.41E-20,34.44042809
PLAA,0.394295656,4.804582794,9.439939906,1.48E-20,2.44E-20,34.42051089
LILRA4,0.990265506,-1.123366158,9.43143904,1.60E-20,2.63E-20,34.97626333
TMPPE,0.43206565,0.991754751,9.429064613,1.63E-20,2.68E-20,34.8033019
BAG6,0.321986216,7.716204021,9.424677846,1.70E-20,2.79E-20,34.25517387
IGKV2-30,1.334652802,1.445251359,9.423258697,1.72E-20,2.83E-20,34.7106859
RAB3IP,0.468514534,4.599425293,9.42092341,1.76E-20,2.89E-20,34.27196599
ZXDA,0.367802625,1.744974188,9.420297253,1.77E-20,2.90E-20,34.65411762
NUDT2,0.46943921,3.227898971,9.418887122,1.79E-20,2.94E-20,34.44946603
IFT46,0.391735749,4.187883918,9.412930626,1.89E-20,3.10E-20,34.25144466
ATG16L1,0.291421403,4.878074209,9.412221173,1.90E-20,3.12E-20,34.16815664
PPARA,0.368048543,4.56594846,9.411947652,1.90E-20,3.13E-20,34.19602982
COL1A2,0.788460536,10.06042649,9.409566546,1.94E-20,3.19E-20,34.19096079
